Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
The Deal,2023,https://mydramalist.com/724647-georae,8,"Oct  6, 2023 - Oct 27, 2023","Oct  6, 2023","Oct 27, 2023",Friday,45 min.,45,15+ - Teens 15 or older,7.8,1702,Viki,Standard Series,"Thriller, Mystery, Crime, Drama","School Reunion, Childhood Friends' Relationship, Former Athlete Male Lead, Classmates' Relationship, Hostage Situation, Postgraduate Student Male Lead, Kidnapper Male Lead, Police Officer Supporting Character, Young Adult Male Lead, Picaresque, (Vote tags)",Lee Jung Gon,Hong Jong Seong,3899,2577,1702,0.49,0
Anna,2022,https://mydramalist.com/39667-anna,6,"Jun 24, 2022 - Jul  8, 2022","Jun 24, 2022","Jul  8, 2022",Friday,50 min.,50,15+ - Teens 15 or older,7.8,8090,Amazon Prime Video,Standard Series,"Thriller, Drama","Suspense, Ripley Syndrome, Miniseries, Web Series, Antisocial Personality Disorder, Antihero Male Lead, Mental Illness, Illness, Adapted From A Novel, (Vote tags)",,,3702,1026,8090,0.57,0
Decoy: Part 1,2023,https://mydramalist.com/731579-chronicles-of-crime,6,"Jan 27, 2023 - Feb 10, 2023","Jan 27, 2023","Feb 10, 2023",Friday,1 hr. 6 min.,66,Not Yet Rated,7.8,1247,"Amazon Prime Video, Viki",Standard Series,"Thriller, Mystery, Crime, Drama","Police Corruption, Multiple Timelines, Criminal Organization, Investigation, Staged Death, Pyramid Scheme, Ill Female Lead, Former Lawyer Male Lead, Anxious Female Lead, Swindler Male Lead, (Vote tags)",Kim Hong Seon,Kim Jin Wook,3220,3834,1247,0.74,1
Decoy: Part 2,2023,https://mydramalist.com/746195-chronicles-of-crime-season-2,6,"Apr  7, 2023 - Apr 21, 2023","Apr  7, 2023","Apr 21, 2023",Friday,58 min.,58,Not Yet Rated,7.8,902,Viki,Standard Series,"Thriller, Mystery, Crime, Drama","Criminal Male Lead, Detective Male Lead, Financial Scandal, Fraud, Corruption, Investigation, Criminal Organization, Pyramid Scheme, Ill Female Lead, Former Lawyer Male Lead, (Vote tags)",Kim Hong Seon,Kim Jin Wook,3801,5788,902,0.49,0
Moebius: The Veil,2021,https://mydramalist.com/713291-moebius-the-veil,2,"Oct 29, 2021 - Oct 30, 2021","Oct 29, 2021","Oct 30, 2021","Friday, Saturday",55 min.,55,18+ Restricted (violence & profanity),7.8,982,"Amazon Prime Video, Viki",Standard Series,"Action, Thriller, Mystery, Crime","Agent Female Lead, Undercover Agent Male Lead, Undercover Operation, National Intelligence Service, Suspense, Investigation, Emotionally Strong Female Lead, Miniseries, (Vote tags)",Wi Deuk Gyu,,3479,5863,982,0.6,1
Joseon Exorcist,2021,https://mydramalist.com/60373-joseon-exorcist,2,"Mar 22, 2021 - Mar 23, 2021","Mar 22, 2021","Mar 23, 2021","Monday, Tuesday",1 hr. 10 min.,70,18+ Restricted (violence & profanity),7.8,1268,WeTV,Standard Series,"Action, Historical, Drama, Fantasy","Evil Spirit, Joseon Dynasty, Graphic Violence, Dark Fantasy, Brothers' Relationship, Taejong, Supernatural Being, Historical Figure, Historical Fiction, Royalty, (Vote tags)","Shin Kyung Soo, Nam Tae Jin",Park Gye Ok,3409,3222,1268,0.3,0
Drama Special Season 13: Let's Meet in an Unfamiliar Season,2022,https://mydramalist.com/736213-drama-special-season-13-meet-in-a-strange-season,1,"Dec  8, 2022","Dec  8, 2022",,Thursday,1 hr. 4 min.,64,Not Yet Rated,7.8,236,Viki,Drama Special,"Romance, Drama","COVID-19, Hospital Setting, Baker Male Lead, Supportive Male Lead, Quarantine, Epidemic, Nice Female Lead, Pandemic, Infectious Disease, Illness, (Vote tags)",Lee Min Soo,Yeo Myung Jae,3459,12281,236,0.42,0
Once Again Special,2022,https://mydramalist.com/740419-once-again-special,1,"Oct  6, 2022","Oct  6, 2022",,,20 min.,20,Not Yet Rated,7.8,79,Viki,Drama Special,,"Video Reaction, (Vote tags)",,,38940,19797,79,0.42,0
Drama Special Season 15: To My Lonely Sister,2024,https://mydramalist.com/774469-drama-special-season-15-the-soles-are-hot,1,"Dec 10, 2024","Dec 10, 2024",,Tuesday,60 min.,60,Not Yet Rated,7.8,282,Viki,Drama Special,Drama,"Responsible Female Lead, Student Female Lead, Social Anxiety Disorder, House Setting, Caregiver Female Lead, Neighbors' Relationship, Single Mother/Father Supporting Character, Unemployed Supporting Character, Teenager Female Lead, Depressed Female Lead, (Vote tags)",,,3614,11188,282,0.56,0
Business as Usual Special,2025,https://mydramalist.com/791952-business-as-usual-special,1,"May 15, 2025","May 15, 2025",,Thursday,20 min.,20,Not Yet Rated,7.8,1616,"Viki, iQIYI",Drama Special,Romance,"Adapted From A Web Novel, Gay Male Lead, Gay Romance, Partial Nudity, Drinking, Brief Nudity, Time Skip, Gay Relationship, LGBTQ+, Nudity, (Vote tags)",Min Chae Yeon,,3687,5405,1616,0.68,1
It's Beautiful Now,2022,https://mydramalist.com/709887-now-is-beautiful,50,"Apr  2, 2022 - Sep 18, 2022","Apr  2, 2022","Sep 18, 2022","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.9,2572,Viki,Standard Series,"Romance, Drama, Family, Melodrama","Multiple Mains, Multiple Couples, Brothers' Relationship, Fake Relationship, Multi-Generational, Marriage Of Convenience, Huge Family, Dentist Male Lead, Janitorial And Cleaning Services Industry, Searching For A Child, (Vote tags)",Kim Sung Geun,Ha Myung Hee,3116,2211,2572,0.39,0
Fall for You,2022,https://mydramalist.com/730121-the-world-you-are-missing,20,"Oct 20, 2022 - Dec 23, 2022","Oct 20, 2022","Dec 23, 2022","Thursday, Friday",26 min.,26,G - All Ages,7.9,1453,"Apple TV+, Netflix",Standard Series,"Romance, Youth, Fantasy","Student Female Lead, Student Male Lead, School Setting, Idol Female Lead, Teenager Female Lead, Teenager Male Lead, Fictional World, Multiple Mains, High School, Web Series, (Vote tags)",Kim Bo Ra,Shin So  Young,3037,3478,1453,1,1
River Where the Moon Rises,2021,https://mydramalist.com/68055-cut-to-heart,20,"Feb 15, 2021 - Apr 20, 2021","Feb 15, 2021","Apr 20, 2021","Monday, Tuesday",1 hr. 5 min.,65,15+ - Teens 15 or older,7.9,5742,"Apple TV+, Viki",Standard Series,"Action, Historical, Romance, Political","Smart Female Lead, Three Kingdoms Of Korea, Goguryeo Dynasty, Revenge, Skilled Killer, War, Amnesia, Nice Male Lead, Unrequited Love, Fight For The Throne, (Vote tags)",Yoon Sang Ho,Han Ji Hoon,3159,1021,5742,0.67,1
Missing Crown Prince,2024,https://mydramalist.com/760041-the-crown-prince-has-disappeared,20,"Apr 13, 2024 - Jun 16, 2024","Apr 13, 2024","Jun 16, 2024","Saturday, Sunday",60 min.,60,15+ - Teens 15 or older,7.9,2690,Viki,Standard Series,"Historical, Comedy, Romance, Political","Age Gap [Real Life], Responsible Male Lead, Slight Mystery, Protective Male Lead, Warm Male Lead, Strangers To Lovers, Loyal Friend, Long Time Crush, Separated Lovers, Domestic Crime, (Vote tags)",Kim Jin Man,"Kim Ji Soo, Park Chul",2844,2247,2690,0.53,0
Twenty-Twenty,2020,https://mydramalist.com/57791-twenty-twenty,20,"Aug 15, 2020 - Oct 21, 2020","Aug 15, 2020","Oct 21, 2020","Wednesday, Saturday",21 min.,21,15+ - Teens 15 or older,7.9,6460,"Viki, WeTV",Standard Series,"Romance, Youth, Drama","Coming Of Age, Controlling Parent, Mother-Daughter Relationship, Web Series, Cold Female Lead, Young Adult Female Lead, Young Adult Male Lead, Nice Male Lead, Multiple Mains, Calm Male Lead, (Vote tags)",Han Soo Ji,Sung So Eun,2884,1391,6460,0.3,0
Lovestruck in the City,2020,https://mydramalist.com/65277-love-way-of-urban-man-woman,17,"Dec 22, 2020 - Feb 16, 2021","Dec 22, 2020","Feb 16, 2021","Tuesday, Friday",33 min.,33,15+ - Teens 15 or older,7.9,30920,Netflix,Standard Series,"Romance, Life, Youth, Drama","Flashback To Past, Break Up, Fast Paced Romance, Heartbreak, Multiple Couples, Multiple Mains, Passionate Male Lead, Honest Male Lead, Secondary Couple, Double Identity, (Vote tags)",Park Shin Woo,Jung Hyun Jung,2960,188,30920,0.75,1
My Man Is Cupid,2023,https://mydramalist.com/705671-my-man-is-cupid,16,"Dec  1, 2023 - Jan 20, 2024","Dec  1, 2023","Jan 20, 2024","Friday, Saturday",1 hr. 2 min.,62,13+ - Teens 13 or older,7.9,14302,Amazon Prime Video,Standard Series,"Mystery, Comedy, Romance, Fantasy","Cupid, Interspecies Romance, Fairy Male Lead, Reincarnated Lovers, Veterinarian Female Lead, Unlucky Female Lead, Past Life, Death, Reincarnation, Detective Male Lead, (Vote tags)","Myung Hyun Woo, Nam Tae Jin",Heo Seong Hui,2907,529,14302,0.64,1
So I Married an Anti-Fan,2021,https://mydramalist.com/30519-so-i-married-an-anti-fan,16,"Apr 30, 2021 - Jun 19, 2021","Apr 30, 2021","Jun 19, 2021","Friday, Saturday",1 hr. 2 min.,62,15+ - Teens 15 or older,7.9,31665,"Amazon Prime Video, Hulu, Viki, iQIYI",Standard Series,"Music, Comedy, Romance","Enemies To Lovers, Rich Man/Poor Woman, Misunderstanding, Rich Male Lead, Adapted From A Novel, Entertainment Industry, Sassy Female Lead, Accidental Kiss, Jealousy, Cohabitation, (Vote tags)",Kang Cheol Woo,"Kim Eun Jung, Nam Ji Yeon",2832,215,31665,0.75,1
She Would Never Know,2021,https://mydramalist.com/58511-sunbae-don-t-put-on-that-lipstick,16,"Jan 18, 2021 - Mar  9, 2021","Jan 18, 2021","Mar  9, 2021","Monday, Tuesday",1 hr. 5 min.,65,15+ - Teens 15 or older,7.9,25717,"Amazon Prime Video, Netflix, iQIYI",Standard Series,"Business, Comedy, Romance, Drama","Secret Relationship, Male Chases Female First, Nice Male Lead, Mother-Daughter Relationship, Older Woman/Younger Man, Brother-Sister Relationship, Time Skip, Family Relationship, Rich Male Lead, Successful Female Lead, (Vote tags)",Lee Dong Yoon,Chae Yoon,2685,251,25717,1,1
Police University,2021,https://mydramalist.com/684865-police-academy,16,"Aug  9, 2021 - Oct  5, 2021","Aug  9, 2021","Oct  5, 2021","Monday, Tuesday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.9,12872,"Amazon Prime Video, Netflix, Viki",Standard Series,"Mystery, Comedy, Romance, Drama","Investigation, Teamwork, Police Academy, University, Youth, Honest Female Lead, Orphan Male Lead, Father-Son Relationship, Friendship, Physically Strong Female Lead, (Vote tags)",Yoo Kwan Mo,Moon Jung Min,2952,637,12872,1,1
Joseon Attorney: A Morality,2023,https://mydramalist.com/727983-joseon-lawyer,16,"Mar 31, 2023 - May 20, 2023","Mar 31, 2023","May 20, 2023","Friday, Saturday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.9,4671,"Amazon Prime Video, Viki",Standard Series,"Historical, Law, Romance, Drama","Joseon Dynasty, Revenge, Adapted From A Webtoon, Princess Female Lead, Lawyer Male Lead, Historical Fiction, Orphan Male Lead, Double Identity, Character Development, King Supporting Character, (Vote tags)","Lee Han Joon, Kim Seung Ho","Choi Jin Yeong, Jung Ho Rak",2678,1272,4671,0.74,1
"Hello, Me!",2021,https://mydramalist.com/61327-hi,16,"Feb 17, 2021 - Apr  8, 2021","Feb 17, 2021","Apr  8, 2021","Wednesday, Thursday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.9,10251,Netflix,Standard Series,"Comedy, Romance, Life, Fantasy","Hardworking Female Lead, Time Travel, Adapted From A Novel, Nice Female Lead, Male Chases Female First, Unlucky Female Lead, Airhead Male Lead, Mother-Daughter Relationship, Older Woman/Younger Man, Character Development, (Vote tags)",Lee Hyeon Seok,Yoo Song Yi,2772,936,10251,0.8,1
Never Give Up,2022,https://mydramalist.com/695713-it-is-not-required,16,"May  4, 2022 - Jun 23, 2022","May  4, 2022","Jun 23, 2022","Wednesday, Thursday",1 hr. 12 min.,72,15+ - Teens 15 or older,7.9,975,Netflix,Standard Series,"Comedy, Life, Drama","Heartwarming, Business Industry, Businessman Male Lead, Entrepreneur Male Lead, Genius Male Lead, Multi-Generational, Bromance, Friendship, (Vote tags)",Choi Do Hoon,"Son Geun Joo, Lee Hae Ri",2847,4527,975,0.87,1
School 2021,2021,https://mydramalist.com/43857-oh-my-men,16,"Nov 24, 2021 - Jan 13, 2022","Nov 24, 2021","Jan 13, 2022","Wednesday, Thursday",1 hr. 3 min.,63,15+ - Teens 15 or older,7.9,9609,Viki,Standard Series,"Romance, Youth, Drama, Melodrama","High School, Friendship, Mature Female Lead, Coming Of Age, Innocent Male Lead, Hardworking Male Lead, First Love, Multiple Mains, Taekwondo, Bankruptcy, (Vote tags)",Kim Min Tae,"Dong Hee Seon, Jo Ah Ra",2919,662,9609,0.35,0
Shadow Beauty,2021,https://mydramalist.com/705669-shadow-beauty,13,"Nov 20, 2021 - Dec 29, 2021","Nov 20, 2021","Dec 29, 2021","Wednesday, Saturday",20 min.,20,15+ - Teens 15 or older,7.9,9805,"Viki, WeTV",Standard Series,"Thriller, Psychological, Romance, Youth","Hidden Identity, Double Identity, Social Media, School Bullying, Suspense, School Setting, Web Series, Adapted From A Webtoon, Student Supporting Character, Student Female Lead, (Vote tags)",,,2694,976,9805,0.4,0
Imitation,2021,https://mydramalist.com/75831-imitation,12,"May  7, 2021 - Jul 23, 2021","May  7, 2021","Jul 23, 2021",Friday,1 hr. 10 min.,70,15+ - Teens 15 or older,7.9,17430,"Amazon Prime Video, Netflix, Viki, iQIYI",Standard Series,"Music, Comedy, Romance, Drama","Entertainment Industry, Youth, Rivalry, K-Pop, Friendship, Hardworking Female Lead, Love Square, Hardworking Male Lead, Sismance, Unrequited Love, (Vote tags)",Han Hyeon Hui,"Kim Min Jeong, Choi Sun Young",2727,423,17430,1,1
The Great Shaman Ga Doo Shim,2021,https://mydramalist.com/698573-shaman-girl-ga-doo-shim,12,"Jul 30, 2021 - Oct  8, 2021","Jul 30, 2021","Oct  8, 2021",Friday,20 min.,20,15+ - Teens 15 or older,7.9,10584,"Hulu, Viki, iQIYI",Standard Series,"Mystery, Romance, Youth, Supernatural","Ghost-seeing Female Lead, Ghost, Shamanism, High School, Ghost-seeing Male Lead, Vengeful Ghost, Brave Female Lead, Evil Spirit, Supernatural Phenomena, Rich Male Lead, (Vote tags)",Park Ho Jin,,2807,864,10584,0.45,0
Once Upon a Small Town,2022,https://mydramalist.com/705675-country-diary-by-chance,12,"Sep  5, 2022 - Sep 28, 2022","Sep  5, 2022","Sep 28, 2022","Monday, Tuesday, Wednesday",34 min.,34,13+ - Teens 13 or older,7.9,24343,Netflix,Standard Series,"Comedy, Romance, Life","Countryside Setting, Veterinarian Male Lead, Police Officer Female Lead, Childhood Acquaintances Reuniting, Village Setting, Childhood Acquaintance, Death Of A Mother, Death Of A Father, Cheerful Female Lead, Orphan Female Lead, (Vote tags)",Kwon Seok Jang,Baek Eun Kyung,2911,388,24343,0.92,1
Heavenly Ever After,2025,https://mydramalist.com/763603-more-beautiful-than-heaven,12,"Apr 19, 2025 - May 25, 2025","Apr 19, 2025","May 25, 2025","Saturday, Sunday",60 min.,60,15+ - Teens 15 or older,7.9,4558,Netflix,Standard Series,"Comedy, Romance, Life, Fantasy","Married Female Lead, Married Male Lead, Age Gap [Drama Life], Lovers Reunited, Afterlife, Death, (Vote tags)",Kim Seok Yoon,"Kim Soo Jin, Lee Nam Gyu",2937,1725,4558,1,1
Dog Knows Everything,2024,https://mydramalist.com/768211-nonsense,12,"Sep 25, 2024 - Oct 31, 2024","Sep 25, 2024","Oct 31, 2024","Wednesday, Thursday",60 min.,60,15+ - Teens 15 or older,7.9,767,Viki,Standard Series,"Comedy, Drama, Sitcom","Slice Of Life, Character Development, Friendship, (Vote tags)",Kim Yu Jin,,2646,5492,767,0.56,0
Namib,2024,https://mydramalist.com/765155-namib,12,"Dec 23, 2024 - Jan 28, 2025","Dec 23, 2024","Jan 28, 2025","Monday, Tuesday",60 min.,60,15+ - Teens 15 or older,7.9,3219,Viki,Standard Series,"Life, Drama","Married Supporting Character, Married Female Lead, Married Male Lead, Producer Supporting Character, Housewife/Househusband Supporting Character, Househusband Male Lead, Singer Male Lead, Company President (CEO) Female Lead, Talented Male Lead, Disabled Male Lead, (Vote tags)","Han Sang Jae, Kang Min Gu",,2966,1793,3219,0.56,0
Parole Examiner Lee,2024,https://mydramalist.com/751529-parole-officer-lee-han-shin,12,"Nov 18, 2024 - Dec 24, 2024","Nov 18, 2024","Dec 24, 2024","Monday, Tuesday",60 min.,60,15+ - Teens 15 or older,7.9,1118,Viki,Standard Series,"Mystery, Law, Crime, Drama","Probation Officer Male Lead, Loan Shark Female Lead, Company President (CEO) Supporting Character, Attorney Supporting Character, Detective Female Lead, Revenge, Investigation, (Vote tags)",Yoon Sang Ho,Park Chi Hyeong,3131,4242,1118,0.56,0
The Art of Negotiation,2025,https://mydramalist.com/766509-the-art-of-negotiation,12,"Mar  8, 2025 - Apr 13, 2025","Mar  8, 2025","Apr 13, 2025","Saturday, Sunday",1 hr. 10 min.,70,15+ - Teens 15 or older,7.9,3554,Viki,Standard Series,Business,"Co-workers' Relationship, Workplace Setting, Office Setting, Manager Female Lead, Chairman Male Lead, Negotiator Male Lead, Lawyer Male Lead, Superior/Subordinate Relationship, Multiple Mains, Boss-Employee Relationship, (Vote tags)",Ahn Pan Seok,,2677,1568,3554,0.63,1
The First Night with the Duke,2025,https://mydramalist.com/774377-taking-the-male-lead-s-first-night,12,"Jun 11, 2025 - Jul 17, 2025","Jun 11, 2025","Jul 17, 2025","Wednesday, Thursday",1 hr. 1 min.,61,15+ - Teens 15 or older,7.9,7680,Viki,Standard Series,"Historical, Comedy, Romance, Fantasy","Love Triangle, Adapted From A Web Novel, Prince Male Lead, Change Of Fate, Transmigration, Cold Man/Warm Woman, Joseon Dynasty, Skilled Fighter, Physically Strong Male Lead, Student Female Lead, (Vote tags)",Lee Woong Hee,,3010,1044,7680,0.63,1
Let Me Be Your Knight,2021,https://mydramalist.com/52417-idol-doctor,12,"Nov  7, 2021 - Jan 24, 2022","Nov  7, 2021","Jan 24, 2022",Sunday,1 hr. 10 min.,70,15+ - Teens 15 or older,7.9,4872,"Viki, iQIYI",Standard Series,"Music, Comedy, Romance, Drama","Eccentric Male Lead, Medical, Healing, Sleep Disorder, Sleepwalking, Cohabitation, Age Gap [Drama Life], Twin Exchange, Band, Age Gap [Real Life], (Vote tags)",Ahn Ji Sook,"Shin Seo Ha, Hae Yeon, Seo Jung Eun, Yoo So Won",3152,1482,4872,0.4,0
Good Job,2022,https://mydramalist.com/723887-good-job,12,"Aug 24, 2022 - Sep 29, 2022","Aug 24, 2022","Sep 29, 2022","Wednesday, Thursday",1 hr. 4 min.,64,15+ - Teens 15 or older,7.9,7068,"Viki, iQIYI",Standard Series,"Mystery, Comedy, Romance, Fantasy","Supernatural Power, Crime Solving Duo, Investigation, Heir Male Lead, Detective Fiction, Company President (CEO) Male Lead, Detective Male Lead, Cheerful Female Lead, Nice Female Lead, Smart Male Lead, (Vote tags)",Kang Min Gu,"Kim Jung Ae, Kwon Hee Kyung",3043,1286,7068,0.47,0
KBS Drama Special 2023,2023,https://mydramalist.com/757359-kbs-drama-special-2023,10,"Oct 14, 2023 - Dec 16, 2023","Oct 14, 2023","Dec 16, 2023",Saturday,1 hr. 7 min.,67,15+ - Teens 15 or older,7.9,50,"Amazon Prime Video, Viki",Standard Series,Drama,"Childhood Friends' Relationship, Best Friends' Relationship, Gay Male Lead, Secret Crush, Anthology, LGBTQ+, Joseon Dynasty, Friendship, Unrequited Love, Love Triangle, (Vote tags)",,,38053,14491,50,0.74,1
"Poong, the Joseon Psychiatrist Season 2",2023,https://mydramalist.com/737319-poong-the-joseon-psychiatrist-season-2,10,"Jan 11, 2023 - Feb  9, 2023","Jan 11, 2023","Feb  9, 2023","Wednesday, Thursday",1 hr. 15 min.,75,Not Yet Rated,7.9,2220,Viki,Standard Series,"Historical, Mystery, Romance, Medical","Doctor Female Lead, Doctor Male Lead, Traditional Medicine, Found Family, Historical Fiction, Slow Romance, Joseon Dynasty, Investigation, Slight Comedy, Mental Illness, (Vote tags)","Park Won Gook, Kang Hee Ju","Lee Bom, Park Seul Ki",2689,2987,2220,0.49,0
Where Your Eyes Linger,2020,https://mydramalist.com/59839-before-your-eyes-stop,8,"May 22, 2020 - Jun 12, 2020","May 22, 2020","Jun 12, 2020",Friday,10 min.,10,13+ - Teens 13 or older,7.9,40390,"Apple TV+, Viki, WeTV",Standard Series,"Romance, Youth, Drama, Melodrama","LGBTQ+, Rich Male Lead, Secret Crush, Long Time Friends, Miniseries, Gay Romance, Disapproving Parent, Clingy Male Lead, Cohabitation, Bisexual Male Lead, (Vote tags)",,Shin Yoo,3183,194,40390,0.73,1
Shadow Detective,2022,https://mydramalist.com/711349-veteran-detective,8,"Oct 26, 2022 - Nov 16, 2022","Oct 26, 2022","Nov 16, 2022",Wednesday,57 min.,57,15+ - Teens 15 or older,7.9,1739,"Disney+, Hulu",Standard Series,"Mystery, Crime, Drama","Drug Dealer Supporting Character, Detective Fiction, Detective Supporting Character, Detective Male Lead, Police Corruption, Gun Violence, Flashback To Past, Hidden Past, Wrongfully Accused, Social Issues, (Vote tags)",Han Dong Hwa,,2699,3339,1739,0.92,1
Shadow Detective Season 2,2023,https://mydramalist.com/741811-shadow-detective-season-2,8,"Jul  5, 2023 - Jul 26, 2023","Jul  5, 2023","Jul 26, 2023",Wednesday,55 min.,55,15+ - Teens 15 or older,7.9,1010,"Disney+, Hulu",Standard Series,"Mystery, Drama","Detective Fiction, Detective Male Lead, Miniseries, Web Series, Investigation, (Vote tags)",Han Dong Hwa,"Song Jung Woo, Hwang Seol Hun",2639,5237,1010,0.99,1
