Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,OriginalNetwork,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
My Chilling Roommate,2022,https://mydramalist.com/712567-chilly-cohabitation,10,"Sep 16, 2022","Sep 16, 2022",,,,15 min.,15,13+ - Teens 13 or older,6.9,455,"Apple TV+, Viki",Standard Series,"Horror, Comedy, Romance, Supernatural","Short Length Series, Cheerful Female Lead, Selfish Male Lead, Warm Female Lead, Righteous Male Lead, Miniseries, Ghost-seeing Female Lead, Cohabitation, Suspense, (Vote tags)",Hwang  Gyung Sung,,10415,7526,455,0.77,1
A Superior Day,2022,https://mydramalist.com/710771-superior-day,8,"Mar 13, 2022 - May  1, 2022","Mar 13, 2022","May  1, 2022",Sunday,,60 min.,60,18+ Restricted (violence & profanity),6.9,1374,Viki,Standard Series,"Thriller, Mystery, Psychological, Drama","Suspense, Firefighter Male Lead, Psychopath Male Lead, Kidnapping, Murder, Death, Skilled Killer, Mental Illness, Trauma, Father-Daughter Relationship, (Vote tags)",Jo Nam Hyung,Lee Ji Hyun,10426,3450,1374,0.42,0
Somebody,2022,https://mydramalist.com/79525-finger,8,"Nov 18, 2022","Nov 18, 2022",,Friday,,55 min.,55,18+ Restricted (violence & profanity),6.9,11554,Netflix,Standard Series,"Thriller, Mystery, Psychological, Mature","Nudity, Extreme Sexual Content, Sexual Assault, Sexual Violence, Prolonged Nudity, Adapted From A Novel, Murder, Mental Illness, Autistic Female Lead, Serial Killer Male Lead, (Vote tags)",Jung Ji Woo,Han Ji Wan,10506,793,11554,0.87,1
Dear X Who Doesn't Love Me,2022,https://mydramalist.com/716775-love-note,10,"Jul 14, 2022 - Jul 28, 2022","Jul 14, 2022","Jul 28, 2022",Thursday,,30 min.,30,15+ - Teens 15 or older,6.9,1989,"Viki, iQIYI",Standard Series,"Romance, Drama","Trauma, Miniseries, Web Series, Student Female Lead, Student Male Lead, Student Supporting Character, (Vote tags)",,Hwang Hye Ji,10598,3083,1989,0.47,0
The Witch's Game,2022,https://mydramalist.com/735169-the-witch-s-game,119,"Oct 11, 2022 - Apr 14, 2023","Oct 11, 2022","Apr 14, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",,35 min.,35,15+ - Teens 15 or older,6.9,293,Viki,Standard Series,"Mystery, Drama","Manager Female Lead, Manager Male Lead, Female Centered Plot, Married Female Lead, Chairwoman Female Lead, Heir Male Lead, Secretary Supporting Character, Company President (CEO) Female Lead, Age Gap [Real Life], Motherhood, (Vote tags)",Lee Hyung Sun,Lee Do Hyeon,10717,7263,293,0.39,0
Love (ft. Marriage and Divorce) Season 3,2022,https://mydramalist.com/707983-love-ft-marriage-and-divorce-3,16,"Feb 26, 2022 - May  1, 2022","Feb 26, 2022","May  1, 2022","Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,6.9,1626,Netflix,Standard Series,"Romance, Life, Drama","Multiple Mains, Multiple Couples, Friendship, Infidelity, Music, Emotionally Strong Female Lead, Female Centered Plot, Married Female Lead, Married Male Lead, Married Life, (Vote tags)","Yoo Jung Joon, O Sang Won",Im Sung Han,10763,4471,1626,0.87,1
New Normal Zine,2022,https://mydramalist.com/713813-new-normal-gene,12,"Jun 10, 2022 - Jul 15, 2022","Jun 10, 2022","Jul 15, 2022",Friday,,20 min.,20,Not Yet Rated,6.8,200,,Standard Series,Drama,"Workplace Setting, Editor Female Lead, Workplace Romance, LGBTQ+, Romance, (Vote tags)",,,10780,8893,200,0.32,0
Drama Special Season 13: TV Cinema - Devil in the Lake,2022,https://mydramalist.com/736203-cinematic-ear-nail,1,"Dec 22, 2022","Dec 22, 2022",,Wednesday,,1 hr. 51 min.,111,15+ - Teens 15 or older,6.8,190,"Amazon Prime Video, Tubi, Viki",Drama Special,"Thriller, Mystery, Horror, Supernatural","Crime Against A Property, Haunted House Setting, Superstitious Female Lead, Neurodevelopmental Disorder, Rich Woman/Poor Woman, Post-traumatic Stress Disorder (PTSD), Fearful Female Lead, Protective Female Lead, Village Setting, Female Centered Plot, (Vote tags)",,,10794,13739,190,0.72,1
Color Rush Season 2,2022,https://mydramalist.com/706273-color-rush-season-2,8,"Jan 21, 2022","Jan 21, 2022",,Friday,,15 min.,15,15+ - Teens 15 or older,6.8,8481,Viki,Standard Series,"Thriller, Mystery, Youth","LGBTQ+, Color Blindness, Friendship, Gay Male Lead, Miniseries, Web Series, Kidnapping, Investigation, Short Length Series, Flashback To Past, (Vote tags)",,,10806,1157,8481,0.42,0
The Interest of Love,2022,https://mydramalist.com/724275-understanding-love,16,"Dec 21, 2022 - Feb  9, 2023","Dec 21, 2022","Feb  9, 2023","Wednesday, Thursday",,1 hr. 16 min.,76,Not Yet Rated,6.8,8117,Netflix,Standard Series,"Romance, Life, Drama, Melodrama","Love Square, Workplace Romance, Slow Burn Story, Co-workers' Relationship, Workplace Setting, Cold Female Lead, Bank Setting, Bank Teller Female Lead, Banker Male Lead, Rich Female Lead, (Vote tags)",Jo Young Min,"Lee Hyun Jung, Lee Seo Hyun",10907,1028,8117,0.87,1
Life after One Minute,2022,https://mydramalist.com/723377-life-after-one-minute,4,"Mar  1, 2022 - Apr 17, 2022","Mar  1, 2022","Apr 17, 2022",Tuesday,,8 min.,8,Not Yet Rated,6.8,313,,Standard Series,"Romance, Youth, Supernatural","School Setting, Short Length Series, Clairvoyance, Supernatural Power, Poor Female Lead, Miniseries, High School, Precognition, Rich Man/Poor Woman, Rich Male Lead, (Vote tags)",,,10908,9320,313,0.32,0
Oh! My Assistant,2022,https://mydramalist.com/732279-oh-my-assistant,8,"Dec  1, 2022 - Dec 23, 2022","Dec  1, 2022","Dec 23, 2022","Thursday, Friday",,15 min.,15,Not Yet Rated,6.8,10078,Viki,Standard Series,"Comedy, Romance","Bisexual Male Lead, LGBTQ+, Adapted From A Webtoon, Spring Setting, Personal Assistant Male Lead, Manhua Artist Male Lead, Age Gap [Real Life], Gay Male Lead, Short Length Series, Gay Romance, (Vote tags)",Joo Sung Min,Jung Yoo Kyung,11001,1192,10078,0.42,0
Kissable Lips,2022,https://mydramalist.com/709085-i-wanna-bite-it,8,"Feb  3, 2022 - Feb 25, 2022","Feb  3, 2022","Feb 25, 2022","Thursday, Friday",,11 min.,11,13+ - Teens 13 or older,6.8,21085,Viki,Standard Series,"Romance, Youth, Supernatural","Gay Romance, LGBTQ+, Miniseries, Gay Male Lead, Short Length Series, Web Series, Supernatural Being-Human Relationship, Student Male Lead, Vampire Male Lead, Fast Paced Romance, (Vote tags)",Yang Kyung Hee,Lee Yeon Joo,11037,507,21085,0.47,0
Ocean Likes Me,2022,https://mydramalist.com/717537-ocean-like-me,8,"Apr 26, 2022 - May 18, 2022","Apr 26, 2022","May 18, 2022","Tuesday, Wednesday",,15 min.,15,13+ - Teens 13 or older,6.7,7627,Viki,Standard Series,"Food, Romance, Drama","Chef Male Lead, Gay Male Lead, Gay Romance, LGBTQ+, Miniseries, Entrepreneur Male Lead, Short Length Series, Shy Male Lead, Musician Male Lead, Web Series, (Vote tags)",Lee Su Ji,Team Wol Pi Dong,11211,1309,7627,0.42,0
Midnight Horror: Six Nights,2022,https://mydramalist.com/741975-midnight-horror-six-nights,6,"Oct 27, 2022","Oct 27, 2022",,Thursday,,25 min.,25,Not Yet Rated,6.7,259,,Standard Series,"Mystery, Horror, Life, Supernatural","Anthology, Convenience Store Setting, Security Guard Female Lead, Restaurateur Female Lead, Caregiver Female Lead, Neighbors' Relationship, Chef Female Lead, Blind Supporting Character, Witchcraft, Sisters' Relationship, (Vote tags)",Cho Yun Ho,,11275,8367,259,0.32,0
Bad Girlfriend,2022,https://mydramalist.com/730995-bad-girlfriend,12,"Jul  5, 2022 - Aug 11, 2022","Jul  5, 2022","Aug 11, 2022","Tuesday, Thursday",,15 min.,15,15+ - Teens 15 or older,6.4,1723,Viki,Standard Series,"Romance, Drama","Infidelity, Workplace Romance, Boss-Employee Relationship, Web Series, Older Woman/Younger Man, Team Leader Male Lead, Short Length Series, Long Time Friends, Love Triangle, Workplace Setting, (Vote tags)",Lee Si Young,Park Jeong Yun,11755,3528,1723,0.42,0
Woo Ri the Virgin,2022,https://mydramalist.com/39219-jane-the-virgin,14,"May  9, 2022 - Jun 21, 2022","May  9, 2022","Jun 21, 2022","Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,6.3,7032,"Hulu, Viki",Standard Series,"Comedy, Romance, Drama, Melodrama","Pregnancy, Independent Female Lead, Grandma-Granddaughter Relationship, Unexpected Pregnancy, Mother-Daughter Relationship, Rich Male Lead, Screenwriter Female Lead, Father-Daughter Relationship, Love Triangle, Catholicism, (Vote tags)",,Jang Ah Mi,11802,1172,7032,0.47,0
Sponsor,2022,https://mydramalist.com/697397-desire,12,"Feb 23, 2022 - Apr  6, 2022","Feb 23, 2022","Apr  6, 2022","Wednesday, Thursday",,56 min.,56,15+ - Teens 15 or older,6.3,387,Viki,Standard Series,"Thriller, Romance, Drama","Suspense, Editor Male Lead, Actress Female Lead, Poverty, Hardworking Male Lead, Hardworking Female Lead, Greed, Modeling, Photography, Social Issues, (Vote tags)",Kwak Gi Won,Park Gye Hyung,11899,5173,387,0.42,0
Blue of Winter,2022,https://mydramalist.com/714433-judo-boys,5,"Mar 15, 2022 - Mar 29, 2022","Mar 15, 2022","Mar 29, 2022","Tuesday, Thursday",,10 min.,10,Not Yet Rated,5.7,3510,,Standard Series,"Romance, Youth, Martial Arts, Sports","Gay Male Lead, Gay Romance, LGBTQ+, Miniseries, High School, Web Series, Love Triangle, Short Length Series, Long Time Crush, Secret Crush, (Vote tags)",,,12054,2162,3510,0.32,0
The Driver,2022,https://mydramalist.com/708911-the-driver,2,"Feb  2, 2022","Feb  2, 2022",,Wednesday,,60 min.,60,15+ - Teens 15 or older,7.7,4,,Standard Series,Drama,"Miniseries, (Vote tags)",Kim Seung Woo,,34866,17960,4,0.32,0
tvN O'PENing: Flavor of Your Voice,2022,https://mydramalist.com/726169-tvn-o-pening-how-to-distinguish-voices,1,"Jul  8, 2022","Jul  8, 2022",,Friday,,1 hr. 35 min.,95,15+ - Teens 15 or older,7,9,,Drama Special,Romance,"Multiple Mains, (Vote tags)",,Han Yeon Joo,34962,19219,9,0.32,0
"Returning Student: Straight-A, but F in Love",2022,https://mydramalist.com/736193-returning-student-grade-a-but-love-is-f,8,"Aug 27, 2022 - Oct 15, 2022","Aug 27, 2022","Oct 15, 2022",Saturday,,32 min.,32,15+ - Teens 15 or older,0,,,Standard Series,"Comedy, Romance, Youth","Student Female Lead, Student Male Lead, School Setting, Campus Setting, Young Adult Female Lead, Young Adult Male Lead, University, Miniseries, Web Series, (Vote tags)","Jung Hyun Nam, Son Yong Rak, Park Ji Hye",Kim Hyeon Hee,34997,18392,0,0.32,0
Love in Blue,2022,https://mydramalist.com/744099-love-in-blue,8,"Dec  9, 2022 - Jan 27, 2023","Dec  9, 2022","Jan 27, 2023",Friday,,,,Not Yet Rated,6.8,8,,Standard Series,"Comedy, Romance","Climate Catastrophe, Miniseries, Web Series, Sci-Fi, (Vote tags)",,,35035,20114,8,0.32,0
X: New World,2022,https://mydramalist.com/729827-x-new-world,3,"Jun  5, 2022 - Jun 19, 2022","Jun  5, 2022","Jun 19, 2022",Sunday,,30 min.,30,G - All Ages,8.4,22,,Drama Special,"Mystery, Comedy","Multiple Mains, Investigation, (Vote tags)",,,36314,99999,22,0.37,0
Girlfriend Project Day 1 Commentary,2022,https://mydramalist.com/740307-girlfriend-project-day-1-commentary,1,"Sep 30, 2022","Sep 30, 2022",,Friday,,24 min.,24,Not Yet Rated,8.3,24,,Drama Special,Documentary,"Interview, (Vote tags)",,,36608,99999,24,0.37,0
To My Star Season 2: Behind the Scenes,2022,https://mydramalist.com/733337-to-my-star-2-behind-the-scenes,14,"Jun 10, 2022 - Jul  6, 2022","Jun 10, 2022","Jul  6, 2022",,,6 min.,6,Not Yet Rated,8.1,155,,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",Hwang Da Seul,,37256,15243,155,0.32,0
Semantic Error: Behind the Scenes,2022,https://mydramalist.com/745769-semantic-error-behind-the-scenes,5,"Feb 24, 2022 - Mar 10, 2022","Feb 24, 2022","Mar 10, 2022",,,5 min.,5,Not Yet Rated,8.1,146,,Drama Special,Documentary,"Behind The Scenes, Friendship, (Vote tags)",,,37335,15122,146,0.32,0
Girlfriend Project Day 1 QnA,2022,https://mydramalist.com/740607-girlfriend-project-day-1-qna,1,"Oct  7, 2022","Oct  7, 2022",,Friday,,17 min.,17,Not Yet Rated,8,22,,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",,,37563,99999,22,0.32,0
Cutie Pie in Korea,2022,https://mydramalist.com/736727-cutie-pie-in-korean,2,"Aug 25, 2022 - Sep  7, 2022","Aug 25, 2022","Sep  7, 2022",,,32 min.,32,Not Yet Rated,7.9,135,,Drama Special,Life,"Vlogging, (Vote tags)",,,38134,14728,135,0.32,0
Choco Milk Shake: Making of,2022,https://mydramalist.com/743423-choco-milk-shake-making-of,5,"Nov 12, 2022 - Dec 21, 2022","Nov 12, 2022","Dec 21, 2022",Saturday,,3 min.,3,Not Yet Rated,7.9,122,,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",,,38135,17699,122,0.32,0
Girlfriend Project Day 1: Behind the Scenes,2022,https://mydramalist.com/738195-girlfriend-project-day-1-behind-the-scenes,2,"Sep  9, 2022 - Sep 16, 2022","Sep  9, 2022","Sep 16, 2022",Friday,,6 min.,6,Not Yet Rated,7.9,34,,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",,,38375,99999,34,0.32,0
Military Prosecutor Doberman: Training Log,2022,https://mydramalist.com/724797-military-prosecutor-doberman-training-log,1,"Mar 28, 2022","Mar 28, 2022",,,,1 hr. 6 min.,66,15+ - Teens 15 or older,7.8,151,,Drama Special,Drama,"Multiple Mains, (Vote tags)",,,38696,14775,151,0.32,0
Once Again Special,2022,https://mydramalist.com/740419-once-again-special,1,"Oct  6, 2022","Oct  6, 2022",,,,20 min.,20,Not Yet Rated,7.8,79,Viki,Drama Special,,"Video Reaction, (Vote tags)",,,38940,19797,79,0.42,0
New Love Playlist Prologue,2022,https://mydramalist.com/743847-new-love-playlist-prologue,1,"Nov 16, 2022","Nov 16, 2022",,,,15 min.,15,13+ - Teens 13 or older,7.8,78,,Drama Special,,(Vote tags),,,39206,20509,78,0.32,0
Color Rush 2: Making Film,2022,https://mydramalist.com/719487-color-rush-2-making-film,2,"Jan 21, 2022","Jan 21, 2022",,Friday,,3 min.,3,Not Yet Rated,7.7,65,Viki,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",,,39374,20085,65,0.42,0
Ode to Our Youth,2022,https://mydramalist.com/744329-the-love-of-the-writing-contest-kid,2,"Dec 21, 2022 - Dec 22, 2022","Dec 21, 2022","Dec 22, 2022","Wednesday, Thursday",,1 hr. 8 min.,68,15+ - Teens 15 or older,7.7,18,,Drama Special,"Romance, Youth, Drama","Teenager Female Lead, Teenager Male Lead, Miniseries, First Love, Friendship, (Vote tags)",Kim U Hyeon,Hwang Yeon Su,39764,19029,18,0.32,0
First Love Again Special,2022,https://mydramalist.com/736521-first-love-again-special,1,"Mar, 2022","Mar, 2022",,,,60 min.,60,13+ - Teens 13 or older,7.6,66,Viki,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",,,40229,19348,66,0.42,0
tvN O'PENing: The First Glance,2022,https://mydramalist.com/725743-drama-stage-2022-first-sight,1,"Jul 16, 2022","Jul 16, 2022",,Saturday,,1 hr. 11 min.,71,15+ - Teens 15 or older,7.6,21,,Drama Special,Drama,"Death Of A Fiancé, Age Gap [Drama Life], Age Gap [Real Life], Juvenile Delinquency, Car Accident, Death, (Vote tags)",Kim Hyuntak,Yoo Soo Mi,40510,99999,21,0.32,0
The Law Cafe Special,2022,https://mydramalist.com/737215-the-law-cafe-special,1,"Aug 30, 2022","Aug 30, 2022",,,,60 min.,60,15+ - Teens 15 or older,7.6,105,,Drama Special,Documentary,"Behind The Scenes, Interview, (Vote tags)",Lee Eun Jin,,40653,16152,105,0.32,0
Crazy Love: The Prologue of Great Change,2022,https://mydramalist.com/722681-crazy-love-the-prologue-of-great-change,1,"Mar  1, 2022","Mar  1, 2022",,Tuesday,,,,Not Yet Rated,7.5,17,,Drama Special,Documentary,"Behind The Scenes, (Vote tags)",,,41351,99999,17,0.32,0
We're Not Trash,2022,https://mydramalist.com/743249-we-re-not-trash,8,"Dec 12, 2022 - Jan  4, 2023","Dec 12, 2022","Jan  4, 2023","Monday, Wednesday",,12 min.,12,Not Yet Rated,7.5,159,,Standard Series,"Psychological, Romance, Youth","Depressed Male Lead, Bipolar Female Lead, Hot-tempered Female Lead, Mental Illness, Healing, Eccentric Female Lead, Depression, Bipolar Disorder, Environmental Issues, Mother-Daughter Relationship, (Vote tags)",,,41573,10917,159,0.32,0
"No, Thank You Season 2",2022,https://mydramalist.com/710989-no-thank-you-season-2,12,"Jan  8, 2022 - Mar 26, 2022","Jan  8, 2022","Mar 26, 2022",Saturday,,20 min.,20,15+ - Teens 15 or older,7.5,137,Viki,Standard Series,"Comedy, Romance, Life, Drama","Family Relationship, Web Series, Adapted From A Webtoon, (Vote tags)",Lee Gwang Young,,41627,11826,137,0.42,0
Dream Maker,2022,https://mydramalist.com/740227-dream-maker,8,"Jul  4, 2022","Jul  4, 2022",,,,10 min.,10,15+ - Teens 15 or older,7.5,14,,Standard Series,"Drama, Sci-Fi","Short Length Series, Miniseries, Web Series, (Vote tags)",Kim Seung Tae,,41798,19060,14,0.32,0
tvN O'PENing: Don’t Announce Your Husband’s Death,2022,https://mydramalist.com/726065-tvn-o-pening-babel-syndrome,1,"Jun 25, 2022","Jun 25, 2022",,Saturday,,1 hr. 20 min.,80,15+ - Teens 15 or older,7.4,43,,Drama Special,Drama,(Vote tags),Choi Dong Suk,Lim Soo Rim,42681,21166,43,0.32,0
Only You,2022,https://mydramalist.com/743961-only-you,2,"Nov 28, 2022 - Nov 30, 2022","Nov 28, 2022","Nov 30, 2022",,,14 min.,14,Not Yet Rated,7.4,107,,Standard Series,Life,"Dog, Healing, Animal, Mental Illness, Depression, Apartment Setting, Fall/Autumn Setting, Landlord/Landlady Supporting Character, Short Length Series, Agoraphobia, (Vote tags)",,,42710,15441,107,0.32,0
Us in Your Distance,2022,https://mydramalist.com/714837-us-in-your-distance,1,"Apr 19, 2022","Apr 19, 2022",,Tuesday,,1 hr. 7 min.,67,Not Yet Rated,7.2,13,,Drama Special,Drama,"Barista Female Lead, Barista Male Lead, Autistic Male Lead, Autism, (Vote tags)",,,45348,99999,13,0.32,0
tvN O'PENing: Find the 1st Prize,2022,https://mydramalist.com/722073-find-the-1st-prize,2,"Jun 18, 2022","Jun 18, 2022",,Saturday,,1 hr. 19 min.,79,15+ - Teens 15 or older,7.2,12,,Drama Special,Drama,"Miniseries, (Vote tags)",Park Hong Soo,Choi Si Eun,45456,99999,12,0.32,0
BReal Bro&Sis,2022,https://mydramalist.com/745391-breal-bro-sis,8,"Dec 15, 2022 - Feb  5, 2023","Dec 15, 2022","Feb  5, 2023",Thursday,,10 min.,10,Not Yet Rated,7.2,15,,Standard Series,"Comedy, Drama","Short Length Series, Brother-Sister Relationship, Miniseries, Web Series, Body Swap, (Vote tags)",,,45652,99999,15,0.32,0
Walk to Kwangya,2022,https://mydramalist.com/733525-walk-to-kwangya,4,"Jul 19, 2022 - Jul 30, 2022","Jul 19, 2022","Jul 30, 2022","Tuesday, Saturday",,12 min.,12,13+ - Teens 13 or older,7.2,125,,Drama Special,Romance,"Short Length Series, Miniseries, Web Series, Advertisement, (Vote tags)",,,46060,14972,125,0.32,0
Drama Special Season 13: Silence of the Lambs,2022,https://mydramalist.com/736219-drama-special-season-13-silence-of-the-lambs,1,"Dec 21, 2022","Dec 21, 2022",,Thursday,,1 hr. 4 min.,64,Not Yet Rated,7.2,50,Viki,Drama Special,"Military, Drama","Crime Against Morality, Sexual Violence, Workplace Violence, Former Athlete Female Lead, Army Captain Female Lead, Soldier Supporting Character, Soldier Female Lead, Soldier Male Lead, Sexual Harassment, Violence, (Vote tags)",Kim Soo Jin,Kang Han,46349,99999,50,0.42,0
Shinjikki,2022,https://mydramalist.com/718715-shinjikki,5,"Apr 10, 2022 - Apr 16, 2022","Apr 10, 2022","Apr 16, 2022",,,10 min.,10,Not Yet Rated,7.2,23,,Standard Series,"Romance, Drama, Fantasy","Mermaid Female Lead, Short Length Series, Miniseries, Web Series, (Vote tags)",Choi Jung Min,,46713,20046,23,0.32,0
tvN O'PENing: My Beautiful Apartment,2022,https://mydramalist.com/726073-tvn-o-pening-the-apartment-is-beautiful,1,"Jul  1, 2022","Jul  1, 2022",,Friday,,1 hr. 13 min.,73,15+ - Teens 15 or older,7.2,12,,Drama Special,Drama,(Vote tags),Jo Eun Sol,Lee Yi Young,46858,99999,12,0.32,0
Drama Special Season 13: Prism,2022,https://mydramalist.com/736209-drama-special-season-13-prism,1,"Dec  1, 2022","Dec  1, 2022",,Wednesday,,1 hr. 3 min.,63,Not Yet Rated,7.1,110,Viki,Drama Special,"Romance, Youth, Drama, Sports","Violence Against Children, Student Female Lead, Student Male Lead, School Setting, Ballet Dancer Female Lead, Ballet Dancer Male Lead, Teenager Female Lead, Teenager Male Lead, Rivalry, High School, (Vote tags)",Lee Dae Kyung,Wi Jae Hwa,47058,17898,110,0.42,0
Tell Me Sick,2022,https://mydramalist.com/728555-tell-me-sick,9,"Apr  1, 2022 - May 27, 2022","Apr  1, 2022","May 27, 2022",Friday,,12 min.,12,Not Yet Rated,7.1,12,,Standard Series,"Drama, Medical","Veterinary Nurse Supporting Character, Animal Rescue, Workplace Setting, Hospital Setting, Veterinarian Supporting Character, Veterinarian Female Lead, Veterinarian Male Lead, Doctor Supporting Character, Short Length Series, Doctor Female Lead, (Vote tags)",,,47357,99999,12,0.32,0
